Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7
Input Factor Type,cu/in
Serial Number,38022
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-08-26,17:36:19,1197,1200,0,1,0,0,0,130,20,598.0,182,1456,835,457,265,423,0,439,36.27,0.55%
2025-08-26,17:36:24,1221,1200,0,1,0,0,0,130,40,617.0,182,1458,833,445,263,421,0,439,37.00,1.08%
2025-08-26,17:36:29,1234,1200,0,1,0,0,0,130,40,598.0,182,1456,835,451,261,423,0,445,37.39,1.07%
2025-08-26,17:36:34,1169,1200,6,1,0,0,0,130,40,586.0,182,1458,835,445,263,421,0,451,35.42,1.13%
2025-08-26,17:36:39,1208,1200,0,1,0,0,0,130,40,602.0,81,1462,833,451,263,421,0,439,36.61,1.09%
2025-08-26,17:36:44,1195,1200,0,1,0,0,0,130,40,617.0,182,1458,833,445,264,424,0,428,36.21,1.10%
2025-08-26,17:36:49,1273,1200,0,1,0,0,0,130,20,617.0,182,1460,849,451,263,425,0,439,38.58,0.52%
2025-08-26,17:36:54,1178,1200,6,1,0,0,0,130,40,602.0,182,1462,847,469,263,421,0,428,35.70,1.12%
2025-08-26,17:36:59,1204,1200,0,1,0,0,0,130,40,617.0,182,1460,847,451,263,421,0,428,36.48,1.10%
2025-08-26,17:37:04,1189,1200,0,1,0,0,0,130,40,623.0,182,1458,847,469,263,417,0,439,36.03,1.11%
2025-08-26,17:37:09,1270,1200,0,1,0,0,0,130,40,632.0,182,1458,849,451,265,423,0,439,38.48,1.04%
2025-08-26,17:37:14,1200,1200,6,1,0,0,0,130,40,586.0,182,1462,849,451,265,422,0,445,36.36,1.10%
