Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7.25
Input Factor Type,cu/in
Serial Number,170036
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2026-01-06,16:02:47,1264,1200,330,1,0,0,0,130,20,364.0,182,1430,768,510,247,376,0,105,39.67,0.50%
2026-01-06,16:02:53,1212,1200,1000,1,0,0,0,130,3483,99.0,14539,1420,770,439,237,418,0,146,38.04,91.56%
2026-01-06,16:03:24,1152,1200,60,1,3073,1000,0,157,40,373.0,182,1426,772,263,249,420,0,158,36.16,1.11%
2026-01-06,16:03:29,1215,1200,1000,1,2406,1000,0,157,40,141.0,182,1428,777,123,201,425,0,956,38.13,1.05%
2026-01-06,16:03:35,1165,1200,1000,1,1873,1000,0,159,3422,102.0,18083,1420,781,70,148,377,0,967,36.56,93.59%
2026-01-06,16:03:40,1193,1200,1000,1,1339,1000,0,159,3442,99.0,18792,1424,781,93,150,382,0,1008,37.44,91.93%
2026-01-06,16:03:46,1144,1200,0,1,806,1000,0,153,3543,219.0,18184,1428,781,246,152,421,0,152,35.90,98.68%
2026-01-06,16:03:51,1187,1200,702,1,273,1000,0,157,20,376.0,182,1428,781,246,248,402,0,146,37.25,0.54%
2026-01-06,16:03:57,1238,1200,1000,1,0,1000,0,159,3483,93.0,14337,1428,781,1026,158,392,0,87,38.85,89.64%
2026-01-06,16:04:03,1202,1200,1000,1,0,1000,0,159,3503,93.0,14843,1426,781,1008,165,396,0,70,37.73,92.86%
2026-01-06,16:04:08,1212,1200,1000,2,0,1000,0,135,3543,93.0,14539,1426,779,1008,159,388,0,87,38.04,93.14%
2026-01-06,16:04:14,1169,1200,120,2,5558,1000,0,160,40,379.0,182,1428,781,252,248,419,0,152,36.69,1.09%
2026-01-06,16:04:39,1191,1200,18,2,3025,2000,0,157,1660,427.0,5649,1428,781,275,222,423,0,134,37.38,44.41%
2026-01-06,16:04:45,1189,1200,822,2,2491,2000,0,157,20,409.0,81,1426,781,211,249,410,0,158,37.32,0.54%
2026-01-06,16:04:50,1174,1200,1000,2,1958,2000,0,159,3321,117.0,17880,1426,783,87,150,455,0,2064,36.85,90.13%
2026-01-06,16:04:56,1204,1200,1000,2,1291,2000,0,156,3462,123.0,18184,1424,781,58,148,452,0,2087,37.79,91.62%
2026-01-06,16:05:02,1212,1200,60,2,758,2000,0,157,40,406.0,182,1428,781,293,249,423,0,146,38.04,1.05%
2026-01-06,16:05:07,1197,1200,858,2,225,2000,0,157,40,382.0,81,1428,781,750,247,428,0,129,37.57,1.06%
2026-01-06,16:05:13,1217,1200,1000,2,0,2000,0,159,3422,111.0,14843,1430,779,2058,160,470,0,76,38.20,89.59%
2026-01-06,16:05:18,1184,1200,1000,2,0,2000,0,159,3381,117.0,14640,1426,781,2035,166,461,0,87,37.16,90.98%
2026-01-06,16:05:23,1195,1200,952,3,5974,2000,0,160,3381,117.0,14539,1428,781,2093,161,494,0,76,37.51,90.15%
2026-01-06,16:05:54,1225,1200,318,3,2907,3000,0,157,40,403.0,182,1428,779,252,248,419,0,158,38.45,1.04%
2026-01-06,16:06:00,1187,1200,1000,3,2240,3000,0,159,2146,150.0,11907,1430,779,87,176,535,0,3167,37.25,57.60%
2026-01-06,16:06:05,1215,1200,1000,3,1707,3000,0,159,3341,156.0,17273,1428,779,105,155,522,0,2967,38.13,87.61%
2026-01-06,16:06:11,1212,1200,1000,3,1174,3000,0,156,3402,153.0,18083,1428,779,58,167,534,0,3108,38.04,89.43%
2026-01-06,16:06:17,1225,1200,240,3,640,3000,0,157,20,394.0,182,1430,779,269,246,419,0,158,38.45,0.52%
2026-01-06,16:06:22,1212,1200,1000,3,107,3000,0,157,40,439.0,81,1434,779,3055,234,545,0,70,38.04,1.05%
2026-01-06,16:06:28,1200,1200,1000,3,0,3000,0,159,3280,147.0,14337,1434,779,2979,182,534,0,93,37.66,87.09%
2026-01-06,16:06:33,1225,1200,1000,3,0,3000,0,156,3341,150.0,14235,1432,781,2979,163,531,0,41,38.45,86.90%
2026-01-06,16:06:39,1206,1200,448,4,5722,3000,0,109,40,409.0,182,1434,781,252,247,419,0,146,37.85,1.06%
