Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7.25
Input Factor Type,cu/in
Serial Number,39805
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-12-12,18:41:22,1176,1200,612,1,0,0,0,130,3827,514.0,17880,1416,781,428,300,486,0,627,36.91,103.69%
2025-12-12,18:41:28,1148,1200,496,1,5744,0,0,160,3948,562.0,19095,1424,781,469,305,479,0,451,36.03,109.57%
2025-12-12,18:41:54,1221,1200,258,1,3077,1000,0,157,20,589.0,182,1422,795,457,303,466,0,457,38.32,0.52%
2025-12-12,18:42:00,1217,1200,1000,1,2544,1000,0,157,20,620.0,182,1422,795,1038,302,515,0,445,38.20,0.52%
2025-12-12,18:42:05,1200,1200,1000,1,2010,1000,0,159,3118,556.0,15248,1422,795,1043,304,513,0,428,37.66,82.79%
2025-12-12,18:42:11,1191,1200,1000,1,1477,1000,0,159,3159,553.0,15045,1422,795,1038,303,514,0,422,37.38,84.51%
2025-12-12,18:42:16,1154,1200,0,1,944,1000,0,153,3179,565.0,15450,1426,795,480,304,473,0,457,36.22,87.77%
2025-12-12,18:42:22,1195,1200,918,1,277,1000,0,157,20,589.0,182,1422,795,457,301,464,0,439,37.51,0.53%
2025-12-12,18:42:27,1215,1200,1000,1,0,1000,0,159,3159,544.0,14539,1424,795,422,303,512,0,1008,38.13,82.84%
2025-12-12,18:42:33,1184,1200,1000,1,0,1000,0,159,3300,544.0,15147,1424,795,428,303,512,0,1043,37.16,88.80%
2025-12-12,18:42:38,1195,1200,1000,2,0,1000,0,135,3280,547.0,14944,1422,795,422,302,504,0,1014,37.51,87.45%
2025-12-12,18:42:44,1191,1200,104,2,5548,1000,0,160,40,577.0,182,1426,795,451,303,475,0,451,37.38,1.07%
2025-12-12,18:43:10,1208,1200,168,2,3014,2000,0,157,40,589.0,182,1430,795,445,301,464,0,439,37.91,1.06%
2025-12-12,18:43:15,1191,1200,966,2,2481,2000,0,157,40,580.0,182,1428,808,451,301,477,0,457,37.38,1.07%
2025-12-12,18:43:21,1200,1200,1000,2,1814,2000,0,159,40,583.0,182,1430,808,451,303,475,0,439,37.66,1.06%
2025-12-12,18:43:27,1200,1200,1000,2,1281,2000,0,156,40,586.0,182,1436,808,451,303,478,0,451,37.66,1.06%
2025-12-12,18:43:33,1243,1200,276,2,614,2000,0,157,40,589.0,182,1436,806,457,303,474,0,439,39.01,1.03%
2025-12-12,18:43:38,1212,1200,1000,2,81,2000,0,157,40,592.0,81,1436,806,451,302,479,0,451,38.04,1.05%
2025-12-12,18:43:44,1187,1200,1000,2,0,2000,0,159,40,589.0,182,1432,806,451,303,466,0,439,37.25,1.07%
2025-12-12,18:43:49,1202,1200,1000,2,0,2000,0,156,20,586.0,182,1434,806,457,302,474,0,439,37.73,0.53%
2025-12-12,18:43:56,1202,1200,400,3,5696,2000,0,160,40,580.0,182,1434,806,457,303,481,0,451,37.73,1.06%
2025-12-12,18:44:33,1200,1200,426,3,1962,3000,0,157,20,592.0,182,1438,814,445,303,473,0,439,37.66,0.53%
2025-12-12,18:44:39,1195,1200,1000,3,1429,3000,0,157,40,586.0,182,1438,818,451,302,462,0,428,37.51,1.07%
2025-12-12,18:44:44,1176,1200,1000,3,896,3000,0,159,40,577.0,182,1436,818,457,302,476,0,451,36.91,1.08%
2025-12-12,18:44:50,1191,1200,1000,3,229,3000,0,156,40,586.0,182,1438,822,457,302,473,0,439,37.38,1.07%
2025-12-12,18:44:56,1200,1200,306,3,0,3000,0,157,40,592.0,182,1438,820,457,302,469,0,439,37.66,1.06%
2025-12-12,18:45:02,1204,1200,1000,3,0,3000,0,157,1356,614.0,6156,1436,820,475,299,645,0,2821,37.79,35.88%
2025-12-12,18:45:07,1234,1200,1000,3,0,3000,0,159,3078,592.0,13628,1436,820,381,298,625,0,3049,38.73,79.47%
2025-12-12,18:45:13,1191,1200,1000,3,0,3000,0,156,3199,586.0,14640,1436,822,398,300,643,0,3002,37.38,85.58%
2025-12-12,18:45:20,1212,1200,392,4,5692,3000,0,109,20,605.0,182,1444,820,445,302,474,0,422,38.04,0.53%
