Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,14
Input Factor Type,cu/in
Serial Number,37852
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-08-28,20:26:07,1219,1200,426,1,0,0,0,130,6763,1002.0,20715,1432,795,381,310,475,0,604,73.88,91.54%
2025-08-28,20:26:12,1180,1200,992,1,5994,0,0,160,7593,1005.0,20715,1428,797,369,308,470,0,627,71.52,106.17%
2025-08-28,20:26:43,1150,1200,0,1,3061,1000,0,153,7776,1059.0,20715,1438,806,457,311,452,0,451,69.70,111.57%
2025-08-28,20:26:48,1197,1200,672,1,2527,1000,0,157,40,1050.0,283,1436,808,457,309,453,0,445,72.55,0.55%
2025-08-28,20:26:53,1191,1200,1000,1,1994,1000,0,159,7593,993.0,20715,1436,808,1131,307,505,0,416,72.18,105.19%
2025-08-28,20:26:58,1189,1200,1000,1,1461,1000,0,159,7573,1002.0,20715,1432,808,1214,307,507,0,439,72.06,105.09%
2025-08-28,20:27:03,1174,1200,1000,1,927,1000,0,156,7492,1002.0,20715,1438,806,1184,307,503,0,416,71.15,105.30%
2025-08-28,20:27:09,1247,1200,300,1,394,1000,0,157,20,1089.0,182,1438,806,428,307,451,0,439,75.58,0.26%
2025-08-28,20:27:14,1197,1200,1000,1,0,1000,0,157,972,1053.0,4839,1436,810,416,311,500,0,1131,72.55,13.40%
2025-08-28,20:27:19,1184,1200,1000,1,0,1000,0,159,7553,993.0,20715,1438,806,392,306,505,0,1184,71.76,105.26%
2025-08-28,20:27:24,1202,1200,1000,1,0,1000,0,159,7614,1005.0,20715,1438,808,387,306,508,0,1155,72.85,104.52%
2025-08-28,20:27:30,1234,1200,936,2,5965,1000,0,160,7573,1011.0,20715,1438,816,369,304,501,0,1190,74.79,101.26%
2025-08-28,20:27:35,1217,1200,102,2,5431,1000,0,134,40,1086.0,182,1440,822,428,310,452,0,439,73.76,0.54%
2025-08-28,20:28:00,1253,1200,264,2,2898,2000,0,157,40,1089.0,182,1450,820,428,311,453,0,428,75.94,0.53%
2025-08-28,20:28:06,1212,1200,1000,2,2365,2000,0,157,1336,1050.0,7371,1448,820,2093,307,558,0,422,73.45,18.19%
2025-08-28,20:28:11,1206,1200,1000,2,1831,2000,0,159,7472,1002.0,20715,1446,820,2093,304,565,0,387,73.09,102.23%
2025-08-28,20:28:16,1230,1200,1000,2,1431,2000,0,159,7411,987.0,20715,1448,824,2146,305,564,0,363,74.55,99.42%
2025-08-28,20:28:22,1200,1200,54,2,765,2000,0,157,40,1086.0,81,1452,822,451,306,450,0,428,72.73,0.55%
2025-08-28,20:28:27,1191,1200,858,2,231,2000,0,157,40,1071.0,182,1452,822,439,310,477,0,680,72.18,0.55%
2025-08-28,20:28:32,1212,1200,1000,2,0,2000,0,159,7492,987.0,20715,1452,833,328,305,564,0,2117,73.45,102.00%
2025-08-28,20:28:38,1219,1200,1000,2,0,2000,0,159,7452,993.0,20715,1454,833,381,304,567,0,2099,73.88,100.87%
2025-08-28,20:28:43,1232,1200,952,3,5975,2000,0,160,7512,999.0,20715,1456,835,416,303,560,0,2041,74.67,100.61%
2025-08-28,20:28:48,1195,1200,152,3,5575,2000,0,160,40,1086.0,182,1458,835,439,307,451,0,439,72.42,0.55%
2025-08-28,20:29:19,1191,1200,414,3,2509,3000,0,157,40,1095.0,283,1464,835,410,309,452,0,416,72.18,0.55%
2025-08-28,20:29:24,1217,1200,1000,3,1975,3000,0,159,6581,984.0,20715,1468,835,2961,303,623,0,387,73.76,89.22%
2025-08-28,20:29:29,1184,1200,1000,3,1442,3000,0,159,7269,996.0,20715,1468,845,3002,304,619,0,363,71.76,101.30%
2025-08-28,20:29:34,1182,1200,1000,3,909,3000,0,156,7371,1014.0,20715,1468,847,3055,303,618,0,398,71.64,102.89%
2025-08-28,20:29:40,1202,1200,192,3,375,3000,0,157,40,1080.0,182,1468,847,445,310,450,0,422,72.85,0.55%
2025-08-28,20:29:45,1182,1200,990,3,0,3000,0,157,506,1074.0,283,1470,847,416,306,484,0,2967,71.64,7.06%
2025-08-28,20:29:50,1184,1200,1000,3,0,3000,0,159,7431,996.0,20715,1470,847,387,303,619,0,2961,71.76,103.56%
2025-08-28,20:29:55,1193,1200,1000,3,0,3000,0,159,7533,996.0,20715,1472,849,357,304,618,0,3055,72.30,104.19%
2025-08-28,20:30:00,1178,1200,1000,4,0,3000,0,135,7350,1002.0,20715,1476,845,398,302,618,0,2891,71.39,102.95%
2025-08-28,20:30:06,1189,1200,16,4,5505,3000,0,109,40,1068.0,283,1482,845,416,307,449,0,439,72.06,0.56%
