Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7
Input Factor Type,cu/in
Serial Number,168372
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-10-24,18:18:15,1200,1200,186,1,0,0,0,130,40,629.0,182,1478,835,469,296,457,0,428,36.36,1.10%
2025-10-24,18:18:21,1202,1200,984,1,0,0,0,130,3645,547.0,17273,1472,843,428,293,467,0,627,36.42,100.07%
2025-10-24,18:18:27,1172,1200,240,1,5618,0,0,160,40,617.0,182,1478,847,445,296,456,0,451,35.52,1.13%
2025-10-24,18:18:53,1225,1200,228,1,2952,1000,0,157,40,629.0,283,1478,849,439,296,457,0,439,37.12,1.08%
2025-10-24,18:18:58,1180,1200,1000,1,2418,1000,0,157,40,650.0,182,1478,847,1067,295,494,0,445,35.76,1.12%
2025-10-24,18:19:05,1172,1200,1000,1,1886,1000,0,159,3685,532.0,17172,1476,849,1085,293,499,0,428,35.52,103.76%
2025-10-24,18:19:10,1236,1200,1000,1,1219,1000,0,156,3665,547.0,17475,1476,849,1073,293,497,0,428,37.45,97.85%
2025-10-24,18:19:16,1260,1200,306,1,686,1000,0,157,40,650.0,182,1482,849,451,295,455,0,445,38.18,1.05%
2025-10-24,18:19:22,1212,1200,1000,1,19,1000,0,157,1883,626.0,8383,1480,849,428,296,496,0,1067,36.73,51.27%
2025-10-24,18:19:28,1202,1200,1000,1,0,1000,0,159,3685,556.0,17273,1476,849,428,293,495,0,1014,36.42,101.17%
2025-10-24,18:19:34,1200,1200,1000,1,0,1000,0,156,3665,553.0,17577,1482,847,422,293,494,0,1026,36.36,100.79%
2025-10-24,18:19:40,1210,1200,384,2,5690,1000,0,160,20,608.0,182,1486,849,451,296,453,0,457,36.67,0.55%
2025-10-24,18:20:06,1286,1200,330,2,3023,2000,0,157,20,602.0,182,1486,847,451,295,455,0,451,38.97,0.51%
2025-10-24,18:20:12,1212,1200,1000,2,2490,2000,0,157,303,665.0,2409,1484,847,2041,294,557,0,439,36.73,8.25%
2025-10-24,18:20:18,1230,1200,1000,2,1957,2000,0,159,3645,553.0,17880,1484,847,2023,292,556,0,416,37.27,97.79%
2025-10-24,18:20:23,1184,1200,1000,2,1423,2000,0,156,3624,541.0,17172,1482,851,2041,290,556,0,422,35.88,101.01%
2025-10-24,18:20:29,1245,1200,288,2,757,2000,0,157,40,659.0,182,1486,849,457,295,455,0,422,37.73,1.06%
2025-10-24,18:20:34,1230,1200,1000,2,223,2000,0,157,40,665.0,182,1484,847,410,294,555,0,2000,37.27,1.07%
2025-10-24,18:20:40,1206,1200,1000,2,0,2000,0,159,3604,529.0,16969,1484,847,422,291,558,0,2041,36.55,98.62%
2025-10-24,18:20:46,1191,1200,1000,2,0,2000,0,156,3645,532.0,17070,1486,847,428,289,557,0,2099,36.09,100.99%
2025-10-24,18:20:52,1206,1200,376,3,5686,2000,0,160,40,632.0,182,1484,849,439,293,452,0,422,36.55,1.09%
2025-10-24,18:21:24,1180,1200,528,3,2486,3000,0,157,40,653.0,182,1486,858,445,294,450,0,422,35.76,1.12%
2025-10-24,18:21:30,1187,1200,1000,3,1953,3000,0,159,2571,647.0,13020,1488,860,3079,292,623,0,398,35.97,71.48%
2025-10-24,18:21:35,1219,1200,1000,3,1419,3000,0,159,3584,553.0,17374,1488,858,3079,289,620,0,416,36.94,97.02%
2025-10-24,18:21:41,1236,1200,1000,3,886,3000,0,156,3584,559.0,17070,1486,858,3114,289,623,0,363,37.45,95.69%
2025-10-24,18:21:46,1206,1200,426,3,219,3000,0,157,40,632.0,81,1486,858,451,293,452,0,428,36.55,1.09%
2025-10-24,18:21:52,1180,1200,1000,3,0,3000,0,159,1761,674.0,8484,1486,860,439,289,623,0,2961,35.76,49.25%
2025-10-24,18:21:58,1223,1200,1000,3,0,3000,0,159,3665,547.0,17374,1484,862,410,287,618,0,3026,37.06,98.89%
2025-10-24,18:22:04,1202,1200,1000,4,0,3000,0,135,3645,550.0,17273,1490,860,410,288,620,0,2991,36.42,100.07%
