Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7.25
Input Factor Type,cu/in
Serial Number,39804
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-12-01,21:02:19,1184,1200,168,1,0,0,0,130,40,559.0,182,1422,770,457,316,469,0,457,37.16,1.08%
2025-12-01,21:02:26,1204,1200,1000,1,0,0,0,130,3827,469.0,18083,1420,768,439,313,488,0,633,37.79,101.28%
2025-12-01,21:02:58,1180,1200,0,1,2907,1000,0,153,40,556.0,182,1424,770,469,316,477,0,445,37.03,1.08%
2025-12-01,21:03:04,1202,1200,948,1,2240,1000,0,157,324,598.0,2713,1424,768,1002,316,507,0,428,37.73,8.59%
2025-12-01,21:03:11,1223,1200,1000,1,1574,1000,0,159,3786,421.0,17880,1424,768,1014,312,504,0,457,38.38,98.63%
2025-12-01,21:03:18,1174,1200,1000,1,907,1000,0,156,3867,427.0,18083,1422,768,1043,312,502,0,439,36.85,104.95%
2025-12-01,21:03:24,1266,1200,300,1,240,1000,0,157,20,565.0,182,1424,768,457,314,473,0,445,39.73,0.50%
2025-12-01,21:03:30,1204,1200,1000,1,0,1000,0,157,283,562.0,182,1420,770,445,317,503,0,967,37.79,7.49%
2025-12-01,21:03:36,1193,1200,1000,1,0,1000,0,159,3665,421.0,17374,1424,768,445,310,499,0,967,37.44,97.88%
2025-12-01,21:03:43,1238,1200,1000,1,0,1000,0,156,3726,427.0,17982,1424,768,457,310,500,0,950,38.85,95.90%
2025-12-01,21:03:49,1215,1200,400,2,5696,1000,0,160,40,580.0,81,1426,768,480,316,475,0,457,38.13,1.05%
2025-12-01,21:04:16,1206,1200,342,2,2896,2000,0,157,40,565.0,182,1428,770,475,316,474,0,451,37.85,1.06%
2025-12-01,21:04:23,1187,1200,1000,2,2363,2000,0,157,2632,421.0,3827,1426,781,2123,307,572,0,428,37.25,70.65%
2025-12-01,21:04:29,1193,1200,1000,2,1696,2000,0,159,3766,331.0,17273,1428,783,2041,304,565,0,498,37.44,100.58%
2025-12-01,21:04:35,1180,1200,0,2,1030,2000,0,152,3766,340.0,17577,1428,781,2123,306,568,0,398,37.03,101.69%
2025-12-01,21:04:42,1230,1200,654,2,363,2000,0,157,20,583.0,81,1430,779,480,314,475,0,439,38.60,0.52%
2025-12-01,21:04:48,1197,1200,1000,2,0,2000,0,159,3584,328.0,17577,1428,779,457,304,564,0,2052,37.57,95.40%
2025-12-01,21:04:54,1210,1200,1000,2,0,2000,0,159,3543,331.0,17273,1430,779,445,302,563,0,2000,37.98,93.30%
2025-12-01,21:05:01,1159,1200,696,3,5844,2000,0,160,2713,623.0,11704,1428,781,451,310,559,0,457,36.38,74.58%
2025-12-01,21:05:28,1184,1200,0,3,3044,3000,0,153,20,583.0,182,1432,779,457,312,470,0,469,37.16,0.54%
2025-12-01,21:05:35,1172,1200,960,3,2378,3000,0,157,40,589.0,182,1430,779,1131,314,474,0,445,36.78,1.09%
2025-12-01,21:05:41,1202,1200,1000,3,1844,3000,0,159,3564,301.0,16362,1436,781,3143,302,629,0,381,37.73,94.47%
2025-12-01,21:05:47,1227,1200,1000,3,1178,3000,0,159,3685,301.0,16868,1432,779,3108,300,623,0,457,38.51,95.69%
2025-12-01,21:05:54,1225,1200,210,3,511,3000,0,157,40,595.0,182,1432,779,451,310,471,0,451,38.45,1.04%
2025-12-01,21:06:00,1184,1200,1000,3,0,3000,0,159,1903,346.0,9497,1432,781,457,295,619,0,3026,37.16,51.21%
2025-12-01,21:06:07,1206,1200,1000,3,0,3000,0,159,3523,288.0,17678,1434,779,475,300,625,0,3114,37.85,93.08%
2025-12-01,21:06:14,1165,1200,1000,4,0,3000,0,135,3543,282.0,17577,1436,793,480,302,627,0,3114,36.56,96.90%
