Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7.25
Input Factor Type,cu/in
Serial Number,170036
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2026-01-16,16:19:40,1184,1200,498,1,0,0,0,130,20,562.0,182,1478,820,480,292,458,0,445,37.16,0.54%
2026-01-16,16:19:45,1193,1200,832,1,5915,0,0,160,40,580.0,182,1476,818,457,288,458,0,457,37.44,1.07%
2026-01-16,16:19:50,1187,1200,174,1,5381,0,0,134,20,577.0,81,1482,820,457,285,455,0,469,37.25,0.54%
2026-01-16,16:20:15,1202,1200,144,1,2981,1000,0,157,20,583.0,182,1478,820,457,283,454,0,457,37.73,0.53%
2026-01-16,16:20:20,1187,1200,942,1,2448,1000,0,157,3705,544.0,17678,1470,818,469,282,485,0,944,37.25,99.45%
2026-01-16,16:20:25,1219,1200,1000,1,1915,1000,0,159,3766,541.0,17577,1472,820,439,282,487,0,926,38.26,98.44%
2026-01-16,16:20:30,1193,1200,1000,1,1381,1000,0,159,3807,544.0,17475,1474,820,439,282,487,0,926,37.44,101.68%
2026-01-16,16:20:35,1232,1200,0,1,981,1000,0,152,3786,602.0,18184,1472,818,451,285,474,0,944,38.67,97.91%
2026-01-16,16:20:40,1191,1200,438,1,448,1000,0,157,40,586.0,81,1478,820,973,285,488,0,457,37.38,1.07%
2026-01-16,16:20:45,1215,1200,1000,1,0,1000,0,159,3867,553.0,18994,1472,818,956,284,488,0,428,38.13,101.41%
2026-01-16,16:20:50,1189,1200,1000,1,0,1000,0,159,3827,556.0,18083,1470,820,985,282,488,0,439,37.32,102.55%
2026-01-16,16:20:55,1191,1200,1000,1,0,1000,0,156,3827,559.0,18184,1476,833,985,284,491,0,422,37.38,102.38%
2026-01-16,16:21:00,1180,1200,720,2,5856,1000,0,160,3766,544.0,18184,1472,833,950,283,489,0,451,37.03,101.69%
2026-01-16,16:21:30,1210,1200,540,2,2789,2000,0,157,1316,617.0,5953,1476,835,445,282,559,0,2029,37.98,34.65%
2026-01-16,16:21:35,1187,1200,1000,2,2256,2000,0,159,3766,547.0,17982,1474,833,416,280,556,0,2011,37.25,101.09%
2026-01-16,16:21:41,1180,1200,1000,2,1856,2000,0,159,3786,547.0,17475,1470,835,410,280,555,0,2087,37.03,102.23%
2026-01-16,16:21:46,1202,1200,1000,2,1323,2000,0,159,3807,541.0,17678,1476,831,416,278,556,0,2035,37.73,100.91%
2026-01-16,16:21:51,1148,1200,18,2,789,2000,0,157,627,574.0,2511,1478,833,475,281,451,0,457,36.03,17.40%
2026-01-16,16:21:56,1200,1200,816,2,256,2000,0,157,2774,577.0,14134,1476,835,2087,281,555,0,416,37.66,73.65%
2026-01-16,16:22:01,1180,1200,1000,2,0,2000,0,159,3746,550.0,17779,1476,831,2093,280,557,0,398,37.03,101.15%
2026-01-16,16:22:06,1197,1200,1000,2,0,2000,0,159,3705,550.0,17779,1474,841,2058,279,556,0,451,37.57,98.62%
2026-01-16,16:22:11,1202,1200,1000,3,0,2000,0,135,3807,550.0,18285,1476,845,2058,280,557,0,416,37.73,100.91%
2026-01-16,16:22:16,1217,1200,216,3,5604,2000,0,160,3766,623.0,18285,1476,847,2005,282,554,0,439,38.20,98.60%
2026-01-16,16:22:41,1167,1200,144,3,3071,3000,0,157,20,583.0,81,1486,845,475,280,449,0,451,36.63,0.55%
2026-01-16,16:22:46,1202,1200,744,3,2671,3000,0,157,3746,611.0,17172,1478,845,498,279,614,0,2920,37.73,99.30%
2026-01-16,16:22:51,1232,1200,1000,3,2137,3000,0,159,3665,568.0,16969,1476,847,469,279,614,0,2879,38.67,94.78%
2026-01-16,16:22:56,1187,1200,1000,3,1604,3000,0,159,3726,565.0,17273,1478,845,398,276,618,0,3026,37.25,100.02%
2026-01-16,16:23:01,1197,1200,0,3,1071,3000,0,152,3746,571.0,17475,1482,845,439,278,616,0,2891,37.57,99.71%
2026-01-16,16:23:06,1210,1200,396,3,537,3000,0,157,20,626.0,182,1486,858,3020,279,610,0,457,37.98,0.53%
2026-01-16,16:23:12,1200,1200,1000,3,4,3000,0,157,3645,571.0,17577,1482,858,2991,279,615,0,416,37.66,96.78%
2026-01-16,16:23:17,1217,1200,1000,3,0,3000,0,159,3746,559.0,18488,1484,856,3002,278,612,0,475,38.20,98.07%
2026-01-16,16:23:22,1197,1200,1000,3,0,3000,0,159,3665,562.0,18083,1488,860,2961,278,613,0,410,37.57,97.56%
2026-01-16,16:23:27,1204,1200,1000,4,0,3000,0,135,3645,571.0,17982,1486,856,3032,277,612,0,381,37.79,96.46%
2026-01-16,16:23:32,1200,1200,8,4,5500,3000,0,109,2126,659.0,10489,1490,858,2539,282,611,0,445,37.66,56.45%
