Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7
Input Factor Type,cu/in
Serial Number,168373
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-10-31,15:45:54,1243,1200,336,1,0,0,0,130,40,541.0,182,1458,781,451,283,453,0,680,37.67,1.06%
2025-10-31,15:45:59,1206,1200,936,1,0,0,0,130,3766,490.0,17678,1456,781,416,285,461,0,627,36.55,103.05%
2025-10-31,15:46:04,1174,1200,392,1,5695,0,0,160,668,520.0,2207,1462,781,457,282,444,0,439,35.58,18.78%
2025-10-31,15:46:29,1131,1200,0,1,3162,1000,0,153,3766,496.0,17678,1458,779,451,281,443,0,445,34.27,109.88%
2025-10-31,15:46:34,1197,1200,684,1,2628,1000,0,157,40,529.0,182,1458,781,469,286,446,0,451,36.27,1.10%
2025-10-31,15:46:39,1197,1200,1000,1,2228,1000,0,159,1012,508.0,5548,1456,783,1061,279,473,0,422,36.27,27.90%
2025-10-31,15:46:44,1221,1200,1000,1,1695,1000,0,159,3685,493.0,17779,1458,779,1085,282,477,0,428,37.00,99.59%
2025-10-31,15:46:49,1187,1200,1000,1,1162,1000,0,156,3604,484.0,17172,1458,781,1043,281,477,0,451,35.97,100.20%
2025-10-31,15:46:54,1197,1200,174,1,628,1000,0,157,40,508.0,81,1462,781,451,282,428,0,439,36.27,1.10%
2025-10-31,15:46:59,1176,1200,774,1,228,1000,0,157,20,523.0,182,1460,783,451,279,437,0,451,35.64,0.56%
2025-10-31,15:47:04,1227,1200,1000,1,0,1000,0,159,3260,484.0,15147,1456,781,422,279,481,0,1043,37.18,87.68%
2025-10-31,15:47:09,1225,1200,1000,1,0,1000,0,159,3847,481.0,18184,1454,781,422,279,470,0,1038,37.12,103.63%
2025-10-31,15:47:14,1169,1200,1000,2,0,1000,0,135,3766,487.0,18083,1452,781,428,279,470,0,1055,35.42,106.31%
2025-10-31,15:47:19,1202,1200,304,2,5651,1000,0,160,40,541.0,182,1456,781,451,279,431,0,445,36.42,1.10%
2025-10-31,15:47:49,1219,1200,336,2,2718,2000,0,157,40,520.0,182,1460,797,445,278,430,0,451,36.94,1.08%
2025-10-31,15:47:54,1215,1200,1000,2,2184,2000,0,157,20,517.0,1599,1458,795,2117,278,542,0,480,36.82,0.54%
2025-10-31,15:47:59,1212,1200,1000,2,1651,2000,0,159,3543,472.0,16767,1458,795,2228,278,553,0,445,36.73,96.47%
2025-10-31,15:48:04,1212,1200,1000,2,1251,2000,0,159,3604,466.0,17070,1458,797,2181,276,548,0,428,36.73,98.13%
2025-10-31,15:48:09,1172,1200,0,2,718,2000,0,153,3584,529.0,16868,1462,793,627,277,430,0,469,35.52,100.91%
2025-10-31,15:48:14,1210,1200,708,2,184,2000,0,157,20,526.0,182,1456,795,451,278,431,0,445,36.67,0.55%
2025-10-31,15:48:19,1225,1200,1000,2,0,2000,0,159,3037,463.0,14438,1456,795,439,279,545,0,2228,37.12,81.81%
2025-10-31,15:48:24,1184,1200,1000,2,0,2000,0,159,3645,454.0,16969,1456,795,428,278,555,0,2187,35.88,101.59%
2025-10-31,15:48:29,1176,1200,1000,2,0,2000,0,156,3726,469.0,17678,1456,806,428,277,555,0,2234,35.64,104.56%
2025-10-31,15:48:34,1148,1200,656,3,5828,2000,0,160,3240,556.0,14033,1462,806,486,278,434,0,439,34.79,93.14%
2025-10-31,15:49:04,1178,1200,114,3,2762,3000,0,157,384,523.0,1701,1462,808,445,279,431,0,457,35.70,10.76%
2025-10-31,15:49:09,1193,1200,714,3,2362,3000,0,157,40,520.0,182,1462,806,445,278,437,0,451,36.15,1.11%
2025-10-31,15:49:14,1169,1200,1000,3,1828,3000,0,159,3240,463.0,15653,1460,806,3061,276,609,0,363,35.42,91.46%
2025-10-31,15:49:20,1219,1200,1000,3,1295,3000,0,159,3503,451.0,16868,1462,812,3090,278,602,0,381,36.94,94.83%
2025-10-31,15:49:25,1197,1200,0,3,762,3000,0,152,3584,472.0,16767,1460,818,3079,276,606,0,381,36.27,98.81%
2025-10-31,15:49:30,1238,1200,210,3,362,3000,0,157,40,520.0,182,1470,820,451,279,425,0,439,37.52,1.07%
2025-10-31,15:49:35,1174,1200,1000,3,0,3000,0,157,40,523.0,182,1460,820,439,278,601,0,1501,35.58,1.12%
2025-10-31,15:49:40,1223,1200,1000,3,0,3000,0,159,3462,475.0,16159,1462,820,398,276,601,0,2944,37.06,93.41%
2025-10-31,15:49:45,1258,1200,1000,3,0,3000,0,156,3624,472.0,17577,1468,820,469,278,597,0,2891,38.12,95.07%
2025-10-31,15:49:50,1169,1200,744,4,5872,3000,0,109,3705,466.0,17374,1464,820,398,275,601,0,3073,35.42,104.59%
