Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7.25
Input Factor Type,cu/in
Serial Number,39708
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-11-24,20:45:41,1197,1200,1000,2,0,2000,0,159,3685,496.0,17172,1420,754,451,316,566,0,1835,37.57,98.09%
2025-11-24,20:45:47,1189,1200,768,3,5883,2000,0,160,3705,490.0,17577,1418,758,439,314,568,0,1953,37.32,99.28%
2025-11-24,20:46:19,1172,1200,570,3,2683,3000,0,157,20,538.0,182,1420,756,457,315,474,0,451,36.78,0.54%
2025-11-24,20:46:25,1243,1200,1000,3,2150,3000,0,159,2106,481.0,10894,1422,754,3055,316,645,0,457,39.01,53.98%
2025-11-24,20:46:31,1193,1200,1000,3,1483,3000,0,159,3584,475.0,17374,1420,770,3102,313,638,0,457,37.44,95.72%
2025-11-24,20:46:38,1210,1200,0,3,950,3000,0,152,3543,466.0,18184,1422,768,3043,312,639,0,475,37.98,93.30%
2025-11-24,20:46:44,1232,1200,546,3,282,3000,0,157,40,583.0,182,1420,770,457,315,472,0,451,38.67,1.03%
2025-11-24,20:46:50,1202,1200,1000,3,0,3000,0,159,3037,493.0,14438,1420,768,451,315,644,0,3055,37.73,80.50%
2025-11-24,20:46:56,1148,1200,1000,3,0,3000,0,159,3584,469.0,16969,1422,768,422,312,642,0,3085,36.03,99.47%
2025-11-24,20:47:03,1169,1200,864,4,5930,3000,0,109,3584,484.0,16665,1420,768,410,310,634,0,2997,36.69,97.68%
