Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7.25
Input Factor Type,cu/in
Serial Number,170036
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2026-01-02,20:18:30,1197,1200,102,1,0,0,0,130,20,553.0,182,1382,702,410,269,441,0,381,37.57,0.53%
2026-01-02,20:18:36,1210,1200,702,1,0,0,0,130,3746,478.0,17779,1380,702,340,264,450,0,545,37.98,98.64%
2026-01-02,20:18:41,1195,1200,248,1,5623,0,0,160,20,511.0,182,1384,702,392,264,431,0,381,37.51,0.53%
2026-01-02,20:19:11,1232,1200,402,1,2690,1000,0,157,40,556.0,182,1382,702,392,266,435,0,369,38.67,1.03%
2026-01-02,20:19:16,1191,1200,1000,1,2157,1000,0,159,40,556.0,182,1380,702,369,265,438,0,369,37.38,1.07%
2026-01-02,20:19:22,1200,1200,1000,1,1623,1000,0,159,40,547.0,182,1386,704,363,266,439,0,351,37.66,1.06%
2026-01-02,20:19:27,1169,1200,1000,1,1090,1000,0,156,40,550.0,182,1384,702,387,265,434,0,387,36.69,1.09%
2026-01-02,20:19:32,1204,1200,276,1,557,1000,0,157,20,556.0,182,1386,702,363,264,434,0,363,37.79,0.53%
2026-01-02,20:19:38,1223,1200,1000,1,23,1000,0,157,40,529.0,182,1384,704,363,266,441,0,351,38.38,1.04%
2026-01-02,20:19:43,1210,1200,1000,1,0,1000,0,159,20,556.0,182,1384,704,381,269,431,0,363,37.98,0.53%
2026-01-02,20:19:48,1200,1200,1000,1,0,1000,0,156,40,547.0,182,1384,702,357,265,437,0,334,37.66,1.06%
2026-01-02,20:19:53,1182,1200,656,2,5827,1000,0,160,40,544.0,182,1384,702,363,266,432,0,334,37.10,1.08%
2026-01-02,20:22:34,1122,1200,0,3,2459,3000,0,153,627,556.0,5852,1388,717,428,268,427,0,293,35.21,17.81%
2026-01-02,20:22:39,1193,1200,672,3,1926,3000,0,157,40,526.0,182,1386,721,334,260,429,0,299,37.44,1.07%
2026-01-02,20:22:44,1210,1200,1000,3,1393,3000,0,159,2693,478.0,13830,1386,729,3143,257,607,0,334,37.98,70.91%
2026-01-02,20:22:50,1206,1200,1000,3,858,3000,0,159,3057,457.0,15248,1388,727,3090,258,610,0,281,37.85,80.76%
2026-01-02,20:22:55,1219,1200,0,3,325,3000,0,152,3138,466.0,14742,1388,731,3143,254,593,0,281,38.26,82.02%
2026-01-02,20:23:00,1223,1200,438,3,0,3000,0,157,40,526.0,182,1390,729,340,259,438,0,351,38.38,1.04%
2026-01-02,20:23:05,1161,1200,1000,3,0,3000,0,159,1437,508.0,6662,1388,727,410,259,598,0,2920,36.44,39.44%
2026-01-02,20:23:11,1189,1200,1000,3,0,3000,0,159,3442,445.0,16058,1390,727,217,256,602,0,3014,37.32,92.24%
2026-01-02,20:23:16,1176,1200,1000,3,0,3000,0,156,3422,439.0,16564,1390,725,187,261,615,0,3085,36.91,92.71%
2026-01-02,20:23:21,1191,1200,440,4,5718,3000,0,109,1316,544.0,4839,1390,727,357,263,427,0,334,37.38,35.21%
