Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,14
Input Factor Type,cu/in
Serial Number,37852
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-08-29,14:56:27,1219,1200,720,1,0,0,0,130,7350,1017.0,20715,1462,795,392,310,475,0,598,73.88,99.49%
2025-08-29,14:56:33,1152,1200,688,1,5842,0,0,160,7553,1065.0,20715,1466,795,445,312,460,0,422,69.82,108.18%
2025-08-29,14:57:03,1245,1200,300,1,2775,1000,0,157,40,1113.0,182,1464,808,451,313,457,0,457,75.45,0.53%
2025-08-29,14:57:08,1204,1200,1000,1,2242,1000,0,157,1174,1044.0,6561,1470,806,1090,313,502,0,410,72.97,16.09%
2025-08-29,14:57:14,1204,1200,1000,1,1709,1000,0,159,7492,993.0,20715,1462,810,1102,311,504,0,410,72.97,102.67%
2025-08-29,14:57:19,1232,1200,1000,1,1175,1000,0,159,7553,1011.0,20715,1464,810,1102,311,506,0,416,74.67,101.16%
2025-08-29,14:57:24,1144,1200,0,1,642,1000,0,153,7857,1035.0,20715,1468,810,451,314,459,0,445,69.33,113.32%
2025-08-29,14:57:29,1204,1200,726,1,109,1000,0,157,40,1071.0,182,1470,806,475,313,457,0,428,72.97,0.55%
2025-08-29,14:57:35,1182,1200,1000,1,0,1000,0,159,7593,1002.0,20715,1464,808,398,311,501,0,1073,71.64,105.99%
2025-08-29,14:57:40,1208,1200,1000,1,0,1000,0,159,7654,1017.0,20715,1470,806,416,310,502,0,1014,73.21,104.55%
2025-08-29,14:57:45,1232,1200,1000,1,0,1000,0,156,7492,1014.0,20715,1466,806,381,310,505,0,1102,74.67,100.34%
2025-08-29,14:57:51,1212,1200,360,2,5679,1000,0,160,40,1101.0,182,1470,806,480,312,455,0,451,73.45,0.54%
2025-08-29,14:58:16,1208,1200,156,2,3146,2000,0,157,40,1077.0,182,1468,810,428,313,455,0,439,73.21,0.55%
2025-08-29,14:58:21,1202,1200,756,2,2746,2000,0,157,40,1095.0,182,1468,808,539,312,567,0,428,72.85,0.55%
2025-08-29,14:58:27,1191,1200,1000,2,2079,2000,0,159,7492,981.0,20715,1468,808,2205,307,569,0,369,72.18,103.79%
2025-08-29,14:58:32,1219,1200,1000,2,1546,2000,0,159,7350,993.0,20715,1470,808,2175,306,573,0,469,73.88,99.49%
2025-08-29,14:58:38,1118,1200,0,2,1013,2000,0,153,7533,1089.0,20715,1478,806,750,309,576,0,451,67.76,111.18%
2025-08-29,14:58:43,1200,1200,714,2,479,2000,0,157,40,1086.0,81,1472,816,451,311,458,0,445,72.73,0.55%
2025-08-29,14:58:48,1159,1200,1000,2,0,2000,0,159,7533,987.0,20715,1470,820,340,306,572,0,2246,70.24,107.24%
2025-08-29,14:58:53,1247,1200,1000,2,0,2000,0,159,7593,1002.0,20715,1470,820,392,309,574,0,2152,75.58,100.47%
2025-08-29,14:58:59,1176,1200,1000,2,0,2000,0,156,7593,978.0,20715,1474,822,422,310,572,0,2170,71.27,106.53%
2025-08-29,14:59:04,1232,1200,384,3,5690,2000,0,160,40,1098.0,283,1482,820,445,312,455,0,451,74.67,0.54%
2025-08-29,14:59:44,1165,1200,150,3,1690,3000,0,157,40,1065.0,182,1484,818,451,309,452,0,410,70.61,0.57%
2025-08-29,14:59:50,1236,1200,948,3,1157,3000,0,157,40,1038.0,182,1484,820,2932,308,619,0,410,74.91,0.53%
2025-08-29,14:59:55,1184,1200,1000,3,623,3000,0,159,7391,1011.0,20715,1480,820,2979,305,622,0,363,71.76,103.00%
2025-08-29,15:00:00,1206,1200,1000,3,90,3000,0,159,7371,999.0,20715,1484,820,2979,303,620,0,416,73.09,100.85%
2025-08-29,15:00:06,1210,1200,1000,4,0,3000,0,135,7249,993.0,20715,1482,818,2938,304,618,0,340,73.33,98.85%
