Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7
Input Factor Type,cu/in
Serial Number,38021
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-08-26,14:42:07,0,0,0,0,0,0,0,132,40,0.0,182,1502,860,486,82,55,0,486,0.00,0.00%
2025-08-26,14:43:10,1208,1200,792,1,0,0,0,130,40,617.0,182,1492,860,498,293,454,0,480,36.61,1.09%
2025-08-26,14:43:16,1120,1200,496,1,5747,0,0,160,40,598.0,18994,1494,860,510,289,451,0,486,33.94,1.18%
2025-08-26,14:43:43,1204,1200,138,1,2947,1000,0,157,20,632.0,182,1496,862,486,289,449,0,486,36.48,0.55%
2025-08-26,14:43:49,1208,1200,1000,1,2280,1000,0,157,1134,617.0,6257,1494,860,1090,287,492,0,475,36.61,30.98%
2025-08-26,14:43:56,1208,1200,1000,1,1614,1000,0,159,3807,571.0,18285,1492,862,1114,291,495,0,480,36.61,104.00%
2025-08-26,14:44:03,1212,1200,0,1,947,1000,0,152,3807,571.0,18285,1490,860,1120,286,492,0,445,36.73,103.66%
2025-08-26,14:44:09,1208,1200,690,1,280,1000,0,157,40,608.0,182,1492,860,486,288,449,0,486,36.61,1.09%
2025-08-26,14:44:16,1215,1200,1000,1,0,1000,0,159,3908,568.0,18184,1496,860,480,292,488,0,1096,36.82,106.14%
2025-08-26,14:44:23,1202,1200,1000,1,0,1000,0,156,3867,565.0,18083,1494,860,486,290,493,0,1055,36.42,106.17%
2025-08-26,14:44:28,1165,1200,648,2,5822,1000,0,160,4070,644.0,19095,1496,860,480,285,448,0,469,35.30,115.29%
2025-08-26,14:44:55,1178,1200,0,2,3155,2000,0,153,3341,653.0,13628,1496,858,504,286,447,0,856,35.70,93.59%
2025-08-26,14:45:01,1195,1200,882,2,2488,2000,0,157,40,605.0,182,1496,860,692,286,477,0,480,36.21,1.10%
2025-08-26,14:45:08,1187,1200,1000,2,1822,2000,0,159,3746,538.0,18387,1494,860,2328,287,569,0,428,35.97,104.14%
2025-08-26,14:45:15,1204,1200,1000,2,1155,2000,0,156,3766,547.0,18285,1492,860,2275,282,561,0,504,36.48,103.22%
2025-08-26,14:45:21,1230,1200,264,2,622,2000,0,157,40,644.0,182,1496,860,475,290,447,0,480,37.27,1.07%
2025-08-26,14:45:27,1204,1200,1000,2,0,2000,0,159,2855,547.0,13527,1492,860,451,285,566,0,2334,36.48,78.25%
2025-08-26,14:45:33,1200,1200,1000,2,0,2000,0,159,3847,544.0,17982,1492,860,486,282,570,0,2240,36.36,105.79%
2025-08-26,14:45:40,1208,1200,952,3,5974,2000,0,160,3847,544.0,18690,1494,872,451,290,570,0,2258,36.61,105.09%
2025-08-26,14:46:12,1215,1200,192,3,2774,3000,0,157,40,638.0,182,1498,872,469,290,449,0,486,36.82,1.09%
2025-08-26,14:46:19,1217,1200,1000,3,2107,3000,0,157,2895,589.0,15349,1498,872,3061,281,608,0,510,36.88,78.50%
2025-08-26,14:46:25,1212,1200,1000,3,1574,3000,0,159,3726,532.0,18083,1496,874,3049,284,613,0,416,36.73,101.45%
2025-08-26,14:46:31,1191,1200,1000,3,907,3000,0,156,3726,532.0,17982,1498,874,3032,285,614,0,392,36.09,103.24%
2025-08-26,14:46:37,1204,1200,192,3,374,3000,0,157,40,632.0,182,1502,874,475,292,450,0,480,36.48,1.10%
2025-08-26,14:46:43,1204,1200,1000,3,0,3000,0,157,3179,562.0,15450,1500,874,451,286,612,0,2991,36.48,87.13%
2025-08-26,14:46:49,1215,1200,1000,3,0,3000,0,159,3827,550.0,17982,1496,872,475,286,611,0,2920,36.82,103.94%
2025-08-26,14:46:55,1212,1200,1000,3,0,3000,0,156,3847,544.0,18083,1500,872,410,281,607,0,3002,36.73,104.75%
2025-08-26,14:47:00,1154,1200,544,4,5770,3000,0,109,3786,689.0,17779,1502,880,504,280,449,0,439,34.97,108.27%
