Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,11
Input Factor Type,cu/in
Serial Number,38093
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-09-25,18:19:10,1200,1200,606,1,0,0,0,130,5811,1026.0,20715,1484,833,445,280,441,0,615,57.14,101.69%
2025-09-25,18:19:15,1184,1200,1000,1,0,0,0,130,5751,1032.0,20715,1486,833,410,282,444,0,633,56.38,102.00%
2025-09-25,18:19:45,1219,1200,204,1,2937,1000,0,157,40,1092.0,182,1492,833,445,285,432,0,445,58.05,0.69%
2025-09-25,18:19:50,1180,1200,1000,1,2404,1000,0,157,40,1059.0,182,1492,837,985,285,463,0,451,56.19,0.71%
2025-09-25,18:19:55,1200,1200,1000,1,2004,1000,0,159,5811,1035.0,20715,1492,835,1008,284,465,0,416,57.14,101.69%
2025-09-25,18:20:00,1208,1200,1000,1,1470,1000,0,159,5933,1023.0,20715,1494,833,1014,285,466,0,428,57.52,103.14%
2025-09-25,18:20:05,1197,1200,0,1,937,1000,0,152,5811,1032.0,20715,1494,833,1008,280,461,0,416,57.00,101.95%
2025-09-25,18:20:10,1197,1200,498,1,404,1000,0,157,40,1047.0,182,1498,835,451,281,426,0,451,57.00,0.70%
2025-09-25,18:20:16,1197,1200,1000,1,0,1000,0,157,2794,1050.0,13122,1492,833,445,285,467,0,985,57.00,49.02%
2025-09-25,18:20:21,1208,1200,1000,1,0,1000,0,159,5548,1038.0,20715,1492,835,398,283,463,0,997,57.52,96.45%
2025-09-25,18:20:26,1206,1200,1000,1,0,1000,0,159,5629,1029.0,20715,1496,835,445,279,462,0,967,57.43,98.02%
2025-09-25,18:20:31,1182,1200,928,2,5960,1000,0,160,5670,1029.0,20715,1494,835,428,285,458,0,973,56.29,100.74%
2025-09-25,18:21:01,1135,1200,0,2,3026,2000,0,153,5771,1101.0,20715,1500,835,480,279,426,0,428,54.05,106.78%
2025-09-25,18:21:06,1206,1200,714,2,2493,2000,0,157,20,1074.0,182,1502,833,451,283,430,0,428,57.43,0.35%
2025-09-25,18:21:11,1193,1200,1000,2,1960,2000,0,159,5366,1044.0,20715,1496,835,2146,282,539,0,369,56.81,94.46%
2025-09-25,18:21:16,1217,1200,1000,2,1426,2000,0,159,5771,1023.0,20715,1500,839,2181,279,544,0,428,57.95,99.58%
2025-09-25,18:21:21,1210,1200,1000,2,1026,2000,0,156,5690,1035.0,20715,1498,847,2129,280,538,0,392,57.62,98.75%
2025-09-25,18:21:26,1234,1200,234,2,493,2000,0,157,40,1104.0,182,1502,847,457,283,428,0,445,58.76,0.68%
2025-09-25,18:21:31,1208,1200,1000,2,0,2000,0,157,40,1065.0,182,1498,847,469,281,530,0,2005,57.52,0.70%
2025-09-25,18:21:36,1208,1200,1000,2,0,2000,0,159,5467,1026.0,20715,1496,847,381,281,538,0,2205,57.52,95.04%
2025-09-25,18:21:41,1206,1200,1000,2,0,2000,0,156,5649,1041.0,20715,1502,845,428,279,538,0,2058,57.43,98.37%
2025-09-25,18:21:46,1131,1200,720,3,5856,2000,0,160,2936,1062.0,11299,1502,847,457,279,519,0,439,53.86,54.51%
2025-09-25,18:22:47,1189,1200,0,3,0,3000,0,153,20,1122.0,182,1504,847,428,283,428,0,428,56.62,0.35%
2025-09-25,18:22:52,1178,1200,750,3,0,3000,0,157,40,1089.0,182,1502,858,475,279,427,0,410,56.10,0.71%
2025-09-25,18:22:57,1187,1200,1000,3,0,3000,0,159,3786,1020.0,19298,1506,858,2997,278,592,0,428,56.52,66.98%
2025-09-25,18:23:02,1189,1200,1000,3,0,3000,0,159,5548,1047.0,20715,1506,858,3014,275,593,0,357,56.62,97.99%
2025-09-25,18:23:07,1225,1200,1000,3,0,3000,0,156,5730,1044.0,20715,1504,856,2979,276,592,0,381,58.33,98.23%
2025-09-25,18:23:12,1197,1200,440,4,5718,3000,0,109,40,1161.0,182,1508,858,439,282,424,0,422,57.00,0.70%
