Program Name,ole5
Description,Main Pump
Employee ID,1437
Comp Set,4500
Input Factor,7.25
Input Factor Type,cu/in
Serial Number,39805
Customer ID,123456

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5,Theo Flow,Efficiency
2025-12-12,20:17:31,1200,1200,1000,1,0,1000,0,159,1579,249.0,6966,1476,847,445,146,296,0,956,37.66,41.93%
2025-12-12,20:17:37,1210,1200,1000,1,0,1000,0,159,1903,240.0,8181,1478,849,422,146,282,0,997,37.98,50.11%
2025-12-12,20:17:43,1219,1200,1000,2,0,1000,0,135,2004,237.0,8889,1478,847,428,147,296,0,985,38.26,52.38%
2025-12-12,20:18:15,1223,1200,318,2,2943,2000,0,157,40,234.0,182,1482,851,439,147,299,0,439,38.38,1.04%
2025-12-12,20:18:21,1202,1200,1000,2,2276,2000,0,159,931,322.0,5447,1474,847,2070,155,278,0,387,37.73,24.68%
2025-12-12,20:18:27,1215,1200,1000,2,1743,2000,0,159,1032,319.0,6156,1478,851,2082,155,278,0,398,38.13,27.06%
2025-12-12,20:18:33,1212,1200,0,2,1076,2000,0,152,1154,322.0,6459,1478,860,2087,156,307,0,422,38.04,30.34%
2025-12-12,20:18:39,1215,1200,390,2,543,2000,0,157,40,237.0,182,1482,858,439,144,288,0,439,38.13,1.05%
2025-12-12,20:18:45,1208,1200,1000,2,0,2000,0,159,1842,301.0,7776,1476,862,422,144,264,0,2175,37.91,48.58%
2025-12-12,20:18:51,1206,1200,1000,2,0,2000,0,159,1903,297.0,8484,1478,860,428,145,277,0,2035,37.85,50.28%
2025-12-12,20:18:57,1189,1200,1000,3,0,2000,0,135,1903,304.0,7776,1476,860,392,146,282,0,2070,37.32,51.00%
2025-12-12,20:19:03,1202,1200,280,3,5639,2000,0,160,911,234.0,3321,1480,858,428,144,264,0,439,37.73,24.15%
2025-12-12,20:19:30,1206,1200,198,3,2839,3000,0,157,20,243.0,182,1480,860,428,144,263,0,445,37.85,0.53%
2025-12-12,20:19:36,1212,1200,996,3,2305,3000,0,157,40,267.0,182,1484,860,1659,145,289,0,416,38.04,1.05%
2025-12-12,20:19:42,1202,1200,1000,3,1639,3000,0,159,1741,388.0,9598,1482,860,2997,158,269,0,392,37.73,46.15%
2025-12-12,20:19:48,1202,1200,1000,3,1105,3000,0,156,1761,385.0,10104,1486,872,3020,159,290,0,357,37.73,46.68%
2025-12-12,20:19:54,1217,1200,318,3,439,3000,0,157,40,249.0,182,1484,874,422,143,263,0,422,38.20,1.05%
2025-12-12,20:20:00,1184,1200,1000,3,0,3000,0,157,40,352.0,81,1482,874,428,144,280,0,3026,37.16,1.08%
2025-12-12,20:20:06,1197,1200,1000,3,0,3000,0,159,1863,376.0,7674,1482,874,392,146,277,0,3114,37.57,49.59%
2025-12-12,20:20:12,1189,1200,1000,3,0,3000,0,156,1923,376.0,7877,1484,874,410,146,272,0,3085,37.32,51.53%
2025-12-12,20:20:19,1202,1200,368,4,5683,3000,0,109,789,310.0,3118,1486,872,428,144,268,0,439,37.73,20.91%
